"Dist Code","Year","State Code","State Name","Dist Name","DISTRICT MALE FIELD LABOUR (Rs per Day)"
"1080","2020","11","Tamil Nadu","Krishnagiri","315.08"
"1081","2020","6","Madhya Pradesh","Ashoknagar","350.0"
"1082","2020","6","Madhya Pradesh","Burhanpur","279.17"
"2001","2020","3","Gujarat","Tapi","240.0"
"2002","2020","4","Haryana","Mewat","383.33"
"2003","2020","4","Haryana","Palwal","608.33"
"2004","2020","5","Karnataka","Ramanagaram","420.17"
"2005","2020","5","Karnataka","Chikkaballapur","411.67"
"2006","2020","6","Madhya Pradesh","Alirajpur","150.0"
"2007","2020","6","Madhya Pradesh","Singrauli","266.67"
"2009","2020","9","Punjab","Taran Taran","400.0"
"2010","2020","9","Punjab","Barnala","455.0"
"2011","2020","9","Punjab","S.A.S Nagar","453.33"
"2012","2020","10","Rajasthan","Pratapgarh","250.0"
"2013","2020","12","Uttar Pradesh","Kasganj Khansi Ram Nagar","300.0"
"2014","2020","14","Chhattisgarh","Bijapur","-1.0"
"2015","2020","14","Chhattisgarh","Narayanpur","400.0"
"2017","2020","17","Assam","Udalguri","-1.0"
"2018","2020","17","Assam","Baksa","-1.0"
"2019","2020","17","Assam","Chirang","-1.0"
"2020","2020","11","Tamil Nadu","Thiruppur","-1.0"
"2023","2020","15","Jharkhand","Khunti","-1.0"
"2024","2020","15","Jharkhand","Ramgadh","316.67"
"2025","2020","5","Karnataka","Yadagiri","424.08"
"2026","2020","12","Uttar Pradesh","Amethi C.S.M.Nagar","262.5"
"2027","2020","7","Maharashtra","Mumbai City","-1.0"
"2028","2020","17","Assam","Kamrup(Metro)","-1.0"
"2030","2020","9","Punjab","Pathankot","370.0"
"2031","2020","12","Uttar Pradesh","Sambhal","300.0"
"2032","2020","12","Uttar Pradesh","Shamli","262.5"
"2033","2020","12","Uttar Pradesh","Hapur","300.0"
"2034","2020","14","Chhattisgarh","Balod","478.57"
"2035","2020","14","Chhattisgarh","Baloda Bazar","-1.0"
"2036","2020","14","Chhattisgarh","Balrampur","200.0"
"2037","2020","14","Chhattisgarh","Bemetra","500.0"
"2038","2020","14","Chhattisgarh","Gariaband","200.0"
"2039","2020","14","Chhattisgarh","Kondagaon","-1.0"
"2040","2020","14","Chhattisgarh","Mungli","-1.0"
"2041","2020","14","Chhattisgarh","Sukma","400.0"
"2042","2020","14","Chhattisgarh","Surajpur","300.0"
"2043","2020","9","Punjab","Fazilka","450.0"
"2044","2020","17","Assam","Biswanath","-1.0"
"2045","2020","17","Assam","Charaideo","250.0"
"2046","2020","17","Assam","Hojai","-1.0"
"2047","2020","17","Assam","Majuli","-1.0"
"2048","2020","17","Assam","South Salmara - Mankachar","-1.0"
"2049","2020","17","Assam","West Karbi Anglong","-1.0"
"2050","2020","3","Gujarat","Aravalli","-1.0"
"2051","2020","3","Gujarat","Botad","426.25"
"2052","2020","3","Gujarat","Chhota Udaipur","258.0"
"2053","2020","3","Gujarat","Devbhoomi Dwarka","350.0"
"2054","2020","3","Gujarat","Gir Somnath","288.75"
"2055","2020","3","Gujarat","Mahi Sagar","188.33"
"2056","2020","3","Gujarat","Morbi","350.0"
"2057","2020","4","Haryana","Charkhi Dadri","520.83"
"2058","2020","6","Madhya Pradesh","Agar Malwa","220.0"
"2059","2020","7","Maharashtra","Palghar","400.0"
"2060","2020","13","West Bengal","Alipurduar","358.67"
"2061","2020","13","West Bengal","Jhargram","334.42"
"2063","2020","13","West Bengal","Paschim Bardhaman","292.0"
"2101","2020","20","Telangana","Kumurambheem Asifabad","386.73"
"2102","2020","20","Telangana","Macherial","386.36"
"2103","2020","20","Telangana","Nirmal","273.0"
"2104","2020","20","Telangana","Jagityal","566.67"
"2105","2020","20","Telangana","Peddapally","600.0"
"2106","2020","20","Telangana","Rajanna Siricilla","491.67"
"2107","2020","20","Telangana","Bhadradri","477.25"
"2108","2020","20","Telangana","Jogulamba","284.75"
"2109","2020","20","Telangana","Nagarkurnool","500.0"
"2110","2020","20","Telangana","Wanaparthy","511.08"
"2111","2020","20","Telangana","Sangareddy","456.67"
"2112","2020","20","Telangana","Siddipet","466.5"
"2113","2020","20","Telangana","Suryapet","320.25"
"2114","2020","20","Telangana","Yadadri Bhuvanagiri","440.91"
"2115","2020","20","Telangana","Kamareddy","488.64"
"2116","2020","20","Telangana","Malkaigiri","495.83"
"2117","2020","20","Telangana","Vikarabad","368.92"
"2118","2020","20","Telangana","Jayashankar Bhuppaly","377.92"
"2119","2020","20","Telangana","Janagaon","500.0"
"2120","2020","20","Telangana","Warangal Urban","-1.0"
"2121","2020","20","Telangana","Mahabubabad","356.0"
"2122","2020","20","Telangana","Narayanpet","-1.0"
"2123","2020","20","Telangana","Mulugu","-1.0"
"2124","2020","11","Tamil Nadu","Tenkasi","-1.0"
"2125","2020","11","Tamil Nadu","Kallakurichi","-1.0"
"2126","2020","11","Tamil Nadu","Tirupattur","-1.0"
"2127","2020","11","Tamil Nadu","Ranipet","-1.0"
"2128","2020","11","Tamil Nadu","Chengalpattu","-1.0"
"2129","2020","11","Tamil Nadu","Mayiladuthurai","-1.0"
"2130","2020","14","Chhattisgarh","Gaurela-Pendra-Marwahi?","200.0"
"2131","2020","6","Madhya Pradesh","Niwari","-1.0"
